GUID,UN LOCODE,Latitude,Longitude,Mile,Facility Type,Official Name,Port Name,Waterway Name
0U79,KPI,21.273611,-158.09166,0,Dock,TESORO PETROLEUM CORP. BARBERS POINT MOORING,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
0U78,KPI,21.280556,-158.07166,0,Dock,CHEVRON PRODUCTS CO. HAWAIIAN REFINERY BARBERS POINT MOORING,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
00PA,HNL,21.284531,-157.846667,0,,MAGIC ISLAND,Honolulu HI,Honolulu HI
00P9,HNL,21.285818,-157.841944,0,Open Water,ALA WAI HARBOR,Honolulu HI,Honolulu HI
0PT6,HNL,21.285905,-157.841857,0,Open Water,ALAI WAI YACHT HARBOR - FOREIGN YACHTS ONLY,Honolulu HI,Honolulu HI
111,HNL,21.288787,-157.853657,0,Virtual Dock,FOREIGN TRAFFIC ONLY,Island of Oahu HI Other Ports,Island of Oahu HI Other Ports
009Z,HNL,21.288787,-157.853657,0,,BUMBLE BEE-TUNA PACKERS,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
00VM,HNL,21.288787,-157.853657,0,,EWA BEACH,Island of Oahu HI Other Ports,Island of Oahu HI Other Ports
0NQE,HNL,21.288787,-157.853657,0,,HE'EIA KEA SMALL BOAT HARBOR,Island of Oahu HI Other Ports,Island of Oahu HI Other Ports
0NQG,HNL,21.288787,-157.853657,0,,KE'EIA OPEN WATER,Island of Oahu HI Other Ports,Island of Oahu HI Other Ports
00VL,HNL,21.288787,-157.853657,0,,MAKAI DOCK MAKAI RANGE,Island of Oahu HI Other Ports,Island of Oahu HI Other Ports
108G,HNL,21.288857,-157.841489,0,Dock,WAIKIKI YACHT CLUB - FOREIGN YACHTS ONLY,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
00NA,,21.29013,-157.9815,0,Dock,AIEA LANDING,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JU,,21.29013,-157.9815,0,Dock,BERTH B 21,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HU,,21.29013,-157.9815,0,Dock,BERTH F  5,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NS,,21.29013,-157.9815,0,Dock,BERTH F 12,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00Q0,,21.29013,-157.9815,0,Dock,BERTH H  1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00Q1,,21.29013,-157.9815,0,Dock,BERTH H  2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00Q2,,21.29013,-157.9815,0,Dock,BERTH H  3,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00Q3,,21.29013,-157.9815,0,Dock,BERTH H  4,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PV,,21.29013,-157.9815,0,Dock,BERTH K  8,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PX,,21.29013,-157.9815,0,Dock,BERTH K 10,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00ND,,21.29013,-157.9815,0,Dock,BERTH M  3,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PH,,21.29013,-157.9815,0,Dock,BERTH S 10,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PK,,21.29013,-157.9815,0,Dock,BERTH S 12,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PL,,21.29013,-157.9815,0,Dock,BERTH S 19,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J2,,21.29013,-157.9815,0,Dock,BERTH W-2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NM,,21.29013,-157.9815,0,Dock,CARGO WHARF BERTH V3,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NH,,21.29013,-157.9815,0,Dock,CARGO WHARF BERTH V6,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NG,,21.29013,-157.9815,0,Dock,CARGO WHARF BERTH V7,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00N9,,21.29013,-157.9815,0,Dock,FUEL BARGE BERTH H7,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
0PT5,,21.29013,-157.9815,0,Dock,PEARL HARBOR - PASSENGERS TO ARIZONA MEMORIAL,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00RB,,21.29013,-157.9815,0,Dock,PIER A  1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J7,,21.29013,-157.9815,0,Dock,PIER A  8,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
0TSV,HNL,21.291667,-157.85694,,Dock,State of Hawaii Kewalo Basin South Side Mooring Piers.,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
0TS9,HNL,21.291944,-157.85777,,Dock,State of Hawaii Kewalo Wharf.,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
119,KPI,21.291957,-158.103355,35,,BARBERS POINT PIPELINE,Barbers Point HI Deep Draft (Foreign & Oahu),Barbers Point HI Deep Draft (Foreign & Oahu)
0TSW,HNL,21.2925,-157.85555,,Dock,State of Hawaii Kewalo Basin East Side Mooring Piers.,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
0TTH,HNL,21.293333,-157.85805,,Dock,State of Hawaii Kewalo Basin West Side Wharf.,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
0TTG,HNL,21.293889,-157.85638,,Dock,State of Hawaii Kewalo Basin North Side Mooring Piers.,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
0R1S,HNL,21.29389,-157.85639,0,Dock,STATE OF HAWAII KEWALO BASIN WHARVES,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
118,KPI,21.294071,-158.106155,0,Virtual Dock,FOREIGN TRAFFIC ONLY,Barbers Point HI Deep Draft (Foreign & Oahu),Barbers Point HI Deep Draft (Foreign & Oahu)
0UDD,HNL,21.3,-157.86694,0,Dock,STATE OF HAWAII DIAMOND HEAD TERMINAL PIERS 1 AND 2,Honolulu HI,Honolulu HI
116,KPI,21.300469,-158.127266,0,Anchorage,BARBERS PT. ANCHORAGE,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
0UDE,HNL,21.303333,-157.86388,0,Dock,U. S. COAST GUARD HONOLULU PIER 4,Honolulu HI,Honolulu HI
0UDF,HNL,21.303889,-157.86388,0,Dock,STATE OF HAWAII PIER 5,Honolulu HI,Honolulu HI
00PW,HNL,21.304735,-157.857619,0,Dock,BERTH K  9,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PZ,HNL,21.304735,-157.857619,0,Dock,BERTH K 11,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
0UDG,HNL,21.305,-157.86444,0,Dock,STATE OF HAWAII PIER 6,Honolulu HI,Honolulu HI
0UDX,HNL,21.305278,-157.86527,0,Dock,STATE OF HAWAII PIER 7,Honolulu HI,Honolulu HI
0U4Y,HNL,21.305833,-157.86583,0,Dock,STATE OF HAWAII PIER 8,Honolulu HI,Honolulu HI
0TU5,HNL,21.306944,-157.8725,,Dock,U.S. Coast Guard Integrated Support Command Honolulu Berths A B C and D.,Honolulu HI,Honolulu HI
0U4Z,HNL,21.307778,-157.86611,0,Dock,STATE OF HAWAII PIERS 9 10 AND 11,Honolulu HI,Honolulu HI
10NL,,21.307946,-157.868956,0,Anchorage,HONOLULU ANCHORAGE,Honolulu HI,Honolulu HI
00P8,HNL,21.307946,-157.868956,0,Open Water,HONOLULU HBR - OPEN WATER,Honolulu HI,Honolulu HI
009W,HNL,21.307946,-157.868956,0,Virtual Dock,FOREIGN TRAFFIC ONLY,Honolulu HI,Honolulu HI
0TU4,HNL,21.308333,-157.87361,,Dock,U.S. Coast Guard Integrated Support Command Honolulu Berth E.,Honolulu HI,Honolulu HI
0TTN,HNL,21.309167,-157.87361,,Dock,U.S. Coast Guard Integrated Support Command Honolulu Berth G.,Honolulu HI,Honolulu HI
0R1R,HNL,21.30917,-157.87361,0,Dock,USCG Station Honolulu HI,Honolulu HI,Honolulu HI
0U50,HNL,21.309444,-157.86472,0,Dock,STATE OF HAWAII PIERS 13 AND 14,Honolulu HI,Honolulu HI
0U8N,HNL,21.309722,-157.87194,0,Dock,STATE OF HAWAII PIERS 28 AND 29,Honolulu HI,Honolulu HI
0ZL5,HNL,21.309722,-157.87,0,Dock,STATE OF HAWAII PIER 26,Honolulu HI,Honolulu HI
0U83,HNL,21.31,-157.86861,0,Dock,STATE OF HAWAII PIER 21,Honolulu HI,Honolulu HI
0U8M,HNL,21.310278,-157.87083,0,Dock,STATE OF HAWAII PIER 27,Honolulu HI,Honolulu HI
0U7Z,HNL,21.310278,-157.86583,0,Dock,STATE OF HAWAII PIER 15,Honolulu HI,Honolulu HI
0U8L,HNL,21.310556,-157.87027,0,Dock,STATE OF HAWAII PIERS 24 AND 25,Honolulu HI,Honolulu HI
0U8P,HNL,21.310833,-157.87333,0,Dock,CHEVRON PRODUCTS CO. HONOLULU PIER 30,Honolulu HI,Honolulu HI
0ZAR,HNL,21.311111,-157.87694,0,Dock,STATE OF HAWAII PIERS 52A 52B AND 53,Honolulu HI,Honolulu HI
0U84,HNL,21.311111,-157.86944,0,Dock,STATE OF HAWAII PIERS 22 AND 23,Honolulu HI,Honolulu HI
0U82,HNL,21.311667,-157.86777,0,Dock,STATE OF HAWAII PIERS 19 AND 20,Honolulu HI,Honolulu HI
0U8Q,HNL,21.3125,-157.87638,0,Dock,STATE OF HAWAII PIERS 31A 31 32 AND 33,Honolulu HI,Honolulu HI
0YP1,HNL,21.312778,-157.86611,0,Dock,STATE OF HAWAII PIER 16,Honolulu HI,Honolulu HI
0U80,HNL,21.313056,-157.86666,0,Dock,STATE OF HAWAII PIER 17,Honolulu HI,Honolulu HI
0UCU,HNL,21.313889,-157.88333,0,Dock,STATE OF HAWAII PIERS 51B AND 51C,Honolulu HI,Honolulu HI
0U81,HNL,21.313889,-157.86694,0,Dock,STATE OF HAWAII PIER 18,Honolulu HI,Honolulu HI
0UCA,HNL,21.314167,-157.88527,0,Dock,STATE OF HAWAII PIER 51A,Honolulu HI,Honolulu HI
0UBQ,HNL,21.314722,-157.87777,0,Dock,STATE OF HAWAII PIER 34,Honolulu HI,Honolulu HI
0UC7,HNL,21.316111,-157.87777,0,Dock,STATE OF HAWAII PIER 36,Honolulu HI,Honolulu HI
0UC6,HNL,21.316111,-157.87666,0,Dock,STATE OF HAWAII PIER 35,Honolulu HI,Honolulu HI
0YP3,HNL,21.316667,-157.88555,0,Dock,STATE OF HAWAII PIER 45,Honolulu HI,Honolulu HI
0TNX,HNL,21.316667,-157.88361,,Dock,State of Hawaii Pier 42A.,Honolulu HI,Honolulu HI
0YP2,HNL,21.316667,-157.87833,0,Dock,STATE OF HAWAII PIER 37,Honolulu HI,Honolulu HI
0UC9,HNL,21.317222,-157.88166,0,Dock,STATE OF HAWAII PIER 40,Honolulu HI,Honolulu HI
0ZL6,HNL,21.3175,-157.88055,0,Dock,STATE OF HAWAII PIER 39,Honolulu HI,Honolulu HI
0PT7,HNL,21.317739,-157.895435,0,Open Water,KEEHI LAGOON - FOREIGN YACHTS ONLY,Kewalo Basin Honolulu Oahu HI,Kewalo Basin Honolulu Oahu HI
0TNW,HNL,21.318056,-157.88305,,Dock,State of Hawaii Pier 41.,Honolulu HI,Honolulu HI
0R1Q,HNL,21.31806,-157.88306,0,Dock,STATE OF HAWAII PIER 41 AND 42A,Honolulu HI,Honolulu HI
0UC8,HNL,21.319167,-157.87833,0,Dock,STATE OF HAWAII PIER 38,Honolulu HI,Honolulu HI
0U77,KPI,21.320833,-158.11972,0,Dock,STATE OF HAWAII BARBERS POINT HARBOR BARGE WHARF,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
0YP0,KPI,21.321111,-158.11833,0,Dock,STATE OF HAWAII BARBERS POINT HARBOR FINGER PIER,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
0ZL4,KPI,21.322222,-158.11333,0,Dock,STATE OF HAWAII BARBERS POINT HARBOR PIERS 5 6 AND 7,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
0ZL7,HNL,21.323611,-157.89444,0,Dock,STATE OF HAWAII PIER 60,Honolulu HI,Honolulu HI
108H,KPI,21.34259,-158.086279,0,Dock,KO OLINA MARINA - FOREIGN YACHTS ONLY,Barbers Point Channel Oahu HI,Barbers Point Channel Oahu HI
00HQ,HNL,21.350309,-157.944824,0,Dock,BERTH F 13,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J1,HNL,21.35031,-157.944819,0,Dock,BERTH W-1 WHISKEY DOCK,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JF,,21.381825,-157.986654,0,Dock,BERTH B  2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JG,,21.381825,-157.986654,0,Dock,BERTH B  3,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PR,,21.381825,-157.986654,0,Dock,BERTH K  1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
011A,,21.381825,-157.986654,0,Open Water,OPEN WATER,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NK,,21.381825,-157.986654,0,Virtual Dock,FOREIGN TRAFFIC ONLY,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J8,,21.381825,-157.986654,0,,ABLE 10 BISHOPS POINT,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
011C,,21.381825,-157.986654,0,,ALPHA DOCK,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JK,,21.381825,-157.986654,0,,BERTH B  7,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JN,,21.381825,-157.986654,0,,BERTH B 13,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JR,,21.381825,-157.986654,0,,BERTH B 17,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JS,,21.381825,-157.986654,0,,BERTH B 18,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JV,,21.381825,-157.986654,0,,BERTH B 22,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JW,,21.381825,-157.986654,0,,BERTH B 23,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JX,,21.381825,-157.986654,0,,BERTH B 24,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JY,,21.381825,-157.986654,0,,BERTH B 25,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HY,,21.381825,-157.986654,0,,BERTH F  1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HX,,21.381825,-157.986654,0,,BERTH F  2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HT,,21.381825,-157.986654,0,,BERTH F  6,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HS,,21.381825,-157.986654,0,,BERTH F  8,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PS,,21.381825,-157.986654,0,,BERTH K  3,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PU,,21.381825,-157.986654,0,,BERTH K  7,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NB,,21.381825,-157.986654,0,,BERTH M  1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NC,,21.381825,-157.986654,0,,BERTH M  2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PD,,21.381825,-157.986654,0,,BERTH S  1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PE,,21.381825,-157.986654,0,,BERTH S  5,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PF,,21.381825,-157.986654,0,,BERTH S  8,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PG,,21.381825,-157.986654,0,,BERTH S  9,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PM,,21.381825,-157.986654,0,,BERTH S 20,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PN,,21.381825,-157.986654,0,,BERTH S 21,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NP,,21.381825,-157.986654,0,,BERTH V  2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J4,,21.381825,-157.986654,0,,BERTH W-4,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00P4,,21.381825,-157.986654,0,,BERTH W-5,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00PQ,,21.381825,-157.986654,0,,BERTH Y  3,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HV,,21.381825,-157.986654,0,,BOAT HOUSE,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00P5,,21.381825,-157.986654,0,,DOCK W-22,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JD,,21.381825,-157.986654,0,,DRYDOCK NO 1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00JC,,21.381825,-157.986654,0,,DRYDOCK NO 2,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J9,,21.381825,-157.986654,0,,DRYDOCK NO 4,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HW,,21.381825,-157.986654,0,,EAST LOCK,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NF,,21.381825,-157.986654,0,,FUEL OIL MOORING & PLATFORM,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00P7,,21.381825,-157.986654,0,,IROQUOIS POINT WHARF A 9,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00P6,,21.381825,-157.986654,0,,IROQUOIS POINT WHARF A10,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00HR,,21.381825,-157.986654,0,,LANDING B,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NQ,,21.381825,-157.986654,0,,MIDDLE LOCK,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00J0,,21.381825,-157.986654,0,,WEST LOCH W-4,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NN,,21.393805,-157.969754,0,Dock,BERTH V 1,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NL,,21.393805,-157.969754,0,Dock,CARGO WHARF BERTH V4,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
00NJ,,21.393805,-157.969754,0,Dock,CARGO WHARF BERTH V5,Pearl Harbor Oahu HI,Pearl Harbor Oahu HI
112,,21.399814,-157.726951,0,,KAILUA,Kailua Ohau Hi,Kailua Ohau Hi
114,,21.439335,-158.190351,0,,POKAI BAY,Waianae Oahu HI,Waianae Oahu HI
115,,21.439335,-158.190351,0,,WAIANAE OAHU,Waianae Oahu HI,Waianae Oahu HI
113,,21.586547,-158.120848,0,,WAIALUA OAHU,Waialua Oahu HI,Waialua Oahu HI
10SQ,,21.679325,-156.205693,5,Dock,USCG Station Kahului HI,Kahului Maui HI,Kahului Maui HI
00A6,,21.86184,-160.235527,0,,NONOPAPA NIIHAU (PRIVATE),Nonopapa Niihau,Nonopapa Niihau
0UCW,PAL,21.899967,-159.588917,0,Dock,STATE OF HAWAII PORT ALLEN PIER,Port Allen Harbor Kauai HI,Port Allen Harbor Kauai HI
00A2,WM3,21.938537,-159.650812,0,,DOCK,Makaweli Kauai HI,Makaweli Kauai HI
0YPZ,NIJ,21.949722,-159.35861,0,Dock,USCG Station Lihue HI,Nawiliwili Kauai HI,Nawiliwili Kauai HI
0ZAS,NIJ,21.952118,-159.357476,0,Dock,STATE OF HAWAII NAWILIWILI PIER 3,Nawiliwili Kauai HI,Nawiliwili Kauai HI
0UDC,NIJ,21.954167,-159.355,0,Dock,STATE OF HAWAII NAWILIWILI PIERS 1 AND 2,Nawiliwili Kauai HI,Nawiliwili Kauai HI
00A4,,21.957964,-159.350307,0,Virtual Dock,FOREIGN TRAFFIC ONLY,Nawiliwili Kauai HI,Nawiliwili Kauai HI
00NT,,21.973184,-160.05972,0,,KII LANDING NIIHAU (PRIVATE),Kii Landing Niihau,Kii Landing Niihau
00A5,,21.980167,-159.313907,0,,DOCK,Ahukini Kauai HI,Ahukini Kauai HI
00A1,,22.073984,-159.315305,0,,ISLAND OF KAUAI OTHER PORTS,Island of Kauai Other Ports Waimea Kauai HI,Island of Kauai Other Ports Waimea Kauai HI
00NU,,22.4881,-166.3129,0,,FRENCH FRIGATE SHOALS,Hawaiian Outer Islands,Hawaiian Outer Islands
00NV,,22.4881,-166.3129,0,,LISIANSKI ISLANDS,Hawaiian Outer Islands,Hawaiian Outer Islands
0P4D,EYW,24.541415,-81.820114,0,Dock,KEY WEST BIGHT,Key West FL,Key West FL
0KGE,EYW,24.541415,-81.820114,0,Open Water,ATLANTIC OCEAN,Key West FL,Key West FL
0N8U,EYW,24.541415,-81.820114,0,,ANCHORAGE,Key West FL,Key West FL
0K9F,EYW,24.541415,-81.820114,0,,FORT JEFFERSON DRY TORTUGAS,Key West FL,Key West FL
0K4D,EYW,24.545721,-81.843119,3,,BOCA CHICA NAS VIA IWW,Key West FL,Key West FL
0K4F,EYW,24.54661,-81.851,4,Dock,DESALTING PLANT - KEY WEST,Key West FL,Key West FL
0K4B,EYW,24.54859,-81.858456,5,,CA&GO CORPORATION,Key West FL,Key West FL
0K4J,EYW,24.550024,-81.866125,6,,SAFE HBR VIA S E CHANNEL,Key West FL,Key West FL
0K9G,EYW,24.551457,-81.873794,7,,DOWNTOWN PLANT - KEY WEST,Key West FL,Key West FL
0K48,EYW,24.55257,-81.88272,8,Dock,CITY DOCK,Key West FL,Key West FL
0PUJ,EYW,24.55257,-81.88272,8,Dock,KEY WEST YACHTS (CUSTOMS ONLY),Key West FL,Key West FL
0PUG,EYW,24.55257,-81.88272,8,Dock,MALLORY,Key West FL,Key West FL
0PUF,EYW,24.55257,-81.88272,8,Dock,NAVY MOLE,Key West FL,Key West FL
0K49,EYW,24.55257,-81.88272,8,Dock,NAVY PIER 1 AND 5 NAVAL ANNEX,Key West FL,Key West FL
0N1B,EYW,24.55257,-81.88272,8,Dock,PIER B,Key West FL,Key West FL
0K9J,EYW,24.55257,-81.88272,8,Dock,PORTER DOCK CO WHARF,Key West FL,Key West FL
0K4K,EYW,24.55289,-81.881464,8,Virtual Dock,FOREIGN TRAFFIC ONLY,Key West FL,Key West FL
0K9K,EYW,24.55289,-81.881464,8,,A&B FISH COMPANY,Key West FL,Key West FL
0K9H,EYW,24.55289,-81.881464,8,,GULF OIL CO,Key West FL,Key West FL
0K4C,EYW,24.55289,-81.881464,8,,MIDSTREAM  BOCA CHICA,Key West FL,Key West FL
0K0J,EYW,24.55289,-81.881464,8,,THOMPSON ENTERPRISES FISHERIES,Key West FL,Key West FL
0K9L,EYW,24.55289,-81.881464,8,,TORTUGAS PKG CO&TOPPINO DOCK,Key West FL,Key West FL
0K4A,EYW,24.554323,-81.889133,9,,JCT IWW NORTH,Key West FL,Key West FL
0JLJ,EYW,24.556068,-81.812423,158,,JCT KEY WEST HARBOR FLA,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0K4H,EYW,24.560049,-81.919813,13,Dock,SAFE HBR VIA MAIN CHAN GULF,Key West FL,Key West FL
0K4E,EYW,24.56148,-81.927483,14,,BOCA CHICA NAS VIA GULF,Key West FL,Key West FL
0PUH,EYW,24.561929,-81.736198,8,Dock,ROBBIE'S STOCK ISLAND,Key West FL,Key West FL
10V2,,24.563459,-81.798279,155,Dock,USCG STATION KEY WEST FL,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0K4G,EYW,24.56762,-81.9634,19,Dock,SAFE HBR VIA N W CHAN SEAFOOD,Key West FL,Key West FL
00CF,,24.59148,164.2589,0,Dock,BERTH ECHO,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
0PD5,,24.59148,164.2589,0,Dock,EBEYE HI,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
00CK,,24.59148,164.2589,0,Dock,MAJURO ATOLL,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
00CH,,24.59148,164.2589,0,,ENIWETOK,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
00CM,,24.59148,164.2589,0,,KAVEN ISLAND,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
00CL,,24.59148,164.2589,0,,KORROR,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
00CG,,24.59148,164.2589,0,,ROI NAMUR,Pacific Islands Under U.s. Trust,Pacific Islands Under U.s. Trust
0JLK,EYW,24.607657,-81.747424,151,,BOCA CHICA CHANNEL BRIDGE,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JFW,MTH,24.627502,-81.111905,1,,MIAMI SPRINGS,Miami Canal FL,Miami Canal FL
0JLN,BPY,24.702184,-81.226353,110,,LITTLE DUCK KEY,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
10V0,MTH,24.716002,-81.071143,103,Dock,USCG STATION MARATHON FL,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLM,BPY,24.717125,-81.326191,116,,SOMBRERO KEY & JCT BAHIA HONDA,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLP,MTH,24.725489,-81.105956,103,,FLORIDA KEYS ELECTRIC,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLQ,MTH,24.760151,-81.024703,98,,THOMPSON FISH & N END VACAKEY,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLL,BPY,24.761315,-81.377966,120,,BRIDGE TO NO NAME KEY,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLH,,24.836254,-80.845787,87,,CONCH KEY FISHERIES,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
10V3,ISR,24.866198,-80.726663,72,Dock,USCG STATION ISLAMORADA FL,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG3,ISR,24.899548,-80.721208,79,,CHANNEL 5 BRIDGE,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG4,ISR,24.956922,-80.635691,73,,INDIAN KEY,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG5,ISR,24.981002,-80.589312,70,,ISLAMORADA FLA,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG6,KYL,25.124033,-80.445768,57,,TAVERNIER FLA,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG7,KYL,25.147364,-80.416921,54,,ROCK HARBOR,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLF,KYL,25.29564,-80.347815,43,,JEWFISH CREEK,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG8,HST,25.44536,-80.26378,32,Dock,KEY LARGO NORTH END,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0KG9,HST,25.445755,-80.263571,32,,ANGELFISH CRK & BROAD KEY,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLE,MIA,25.56121,-80.24045,24,Dock,FLA P&L TURKEY POINT,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
0JLD,MIA,25.608975,-80.226977,19,,BLACK POINT,Intracoastal Waterway Miami to Key West FL,Intracoastal Waterway Miami to Key West FL
